ID;Name;FullName;Age;Height;Weight;PhotoUrl;Nationality;Overall;Potential;Growth;TotalStats;BaseStats;Positions;BestPosition;Club_id;ValueEUR;WageEUR;ReleaseClause;ClubPosition;ContractUntil;ClubNumber;ClubJoined;OnLoad;NationalTeam;NationalPosition;NationalNumber;PreferredFoot;IntReputation;WeakFoot;SkillMoves;AttackingWorkRate;DefensiveWorkRate;PaceTotal;ShootingTotal;PassingTotal;DribblingTotal;DefendingTotal;PhysicalityTotal;Crossing;Finishing;HeadingAccuracy;ShortPassing;Volleys;Dribbling;Curve;FKAccuracy;LongPassing;BallControl;Acceleration;SprintSpeed;Agility;Reactions;Balance;ShotPower;Jumping;Stamina;Strength;LongShots;Aggression;Interceptions;Positioning;Vision;Penalties;Composure;Marking;StandingTackle;SlidingTackle;GKDiving;GKHandling;GKKicking;GKPositioning;GKReflexes;STRating;LWRating;LFRating;CFRating;RFRating;RWRating;CAMRating;LMRating;CMRating;RMRating;LWBRating;CDMRating;RWBRating;LBRating;CBRating;RBRating;GKRating
252773;J. Griffiths;Josh Griffiths;18;198;87;https://cdn.sofifa.com/players/252/773/21_60.png;England;64;79;15;992;351;GK;GK;1936;1200000;1000;0;GK;2021;20;2019;True;Not in team;;;Right;1;3;1;Medium;Medium;64;63;63;65;34;62;13;8;12;31;5;13;14;14;35;15;33;35;37;57;49;47;57;21;49;9;20;12;5;43;10;42;7;10;14;64;63;63;62;65;24;22;23;23;23;22;27;26;28;26;23;25;23;22;23;22;65
255333;M. PÃ©rez;MatÃ­as PÃ©rez;20;183;75;https://cdn.sofifa.com/players/255/333/21_60.png;Argentina;64;73;9;1451;310;CB;CB;110395;1200000;3000;2000000;RES;2023;22;2020;False;Not in team;;;Right;1;2;2;Medium;Medium;59;35;43;42;64;67;36;28;63;53;36;35;27;37;46;45;55;63;52;57;55;55;70;58;68;33;75;58;32;34;33;49;65;67;65;14;11;6;8;11;48;42;43;43;43;42;45;46;48;46;57;59;57;60;66;60;18
258560;S. TediÄ‡;Slobodan TediÄ‡;20;191;80;https://cdn.sofifa.com/players/258/560/21_60.png;Serbia;64;77;13;1552;328;ST;ST;1914;1400000;2000;2900000;ST;2024;27;2020;False;Not in team;;;Right;1;4;3;Medium;Medium;63;63;48;59;25;70;38;65;68;56;58;56;50;46;41;63;57;68;62;61;54;63;71;62;75;59;65;19;65;50;65;58;22;19;17;14;7;14;7;15;66;58;61;61;61;58;60;59;54;59;44;44;44;42;43;42;18
173673;S. Quinn;Stephen Quinn;34;168;60;https://cdn.sofifa.com/players/173/673/21_60.png;Republic of Ireland;64;64;0;1829;370;CM,CDM;CM;1940;275000;3000;0;CM;2021;16;2018;True;Not in team;;;Left;1;2;3;Medium;High;52;60;64;66;62;66;64;58;53;65;62;63;64;63;63;65;54;50;77;63;82;64;79;71;60;60;73;62;62;62;58;68;63;64;63;13;6;6;8;9;62;62;61;61;61;62;64;64;64;64;64;64;64;64;64;64;17
215401;M. Fedele;Matteo Fedele;27;185;78;https://cdn.sofifa.com/players/215/401/21_60.png;Switzerland;64;64;0;1845;390;CM,CDM;RWB;308;625000;3000;844000;RES;2024;21;2021;False;Not in team;;;Right;1;3;3;Medium;High;65;62;63;62;59;79;63;58;57;66;48;60;60;63;60;62;64;65;68;65;68;73;68;88;82;65;65;63;61;62;53;65;49;64;63;15;13;11;11;12;64;62;63;63;63;62;64;64;64;64;64;64;64;64;64;64;20
192616;C. TÄƒnase;Cristian TÄƒnase;33;177;75;https://cdn.sofifa.com/players/192/616/21_60.png;Romania;64;64;0;1679;345;LM,CAM;CAM;113391;375000;2000;506000;CAM;2021;10;2020;False;Not in team;;;Right;1;3;3;Medium;Low;59;62;66;65;37;56;65;60;54;66;57;64;66;64;67;67;63;55;69;62;64;63;57;53;59;65;52;36;61;67;68;63;34;37;32;13;8;14;8;9;63;64;63;63;63;64;64;64;64;64;54;54;54;51;48;51;18
257640;A. Lis;Adrian Lis;28;192;78;https://cdn.sofifa.com/players/257/640/21_60.png;Poland;64;66;2;1067;355;GK;GK;112511;500000;1000;713000;GK;2023;1;2017;False;Not in team;;;Right;1;3;1;Medium;Medium;65;61;59;67;41;62;12;9;15;26;8;11;17;13;22;14;44;38;37;62;37;44;55;35;72;11;33;12;10;55;18;52;11;16;16;65;61;59;62;67;27;23;25;25;25;23;29;27;29;27;25;28;25;25;28;25;65
256616;T. Ortega;Thomas Ortega;19;185;72;https://cdn.sofifa.com/players/256/616/21_60.png;Argentina;64;76;12;1608;351;LB;LWB;110093;1300000;2000;2200000;RES;2023;3;2019;False;Not in team;;;Left;1;3;2;Medium;Medium;70;36;54;66;61;64;59;28;51;61;34;67;35;33;41;63;73;68;73;63;67;46;70;59;65;38;65;63;59;55;41;69;59;65;63;6;8;10;11;9;55;59;57;57;57;59;60;62;59;62;65;62;65;64;64;64;17
228456;Juan PÃ©rez;Juan Manuel PÃ©rez Ruiz;23;187;83;https://cdn.sofifa.com/players/228/456/21_60.png;Spain;64;72;8;1054;351;GK;GK;479;1100000;4000;2500000;RES;2024;25;2014;False;Not in team;;;Right;1;3;1;Medium;Medium;63;65;57;67;34;65;16;17;18;26;19;21;17;19;25;12;32;35;34;47;33;43;45;28;69;13;23;22;20;30;24;41;15;14;20;63;65;57;65;67;29;23;25;25;25;23;26;26;26;26;25;27;25;25;28;25;65
225128;G. Acampora;Gennaro Acampora;26;174;74;https://cdn.sofifa.com/players/225/128/21_60.png;Italy;64;64;0;1769;369;CM,CDM;CM;110741;625000;4000;1100000;RES;2021;4;2012;False;Not in team;;;Left;1;2;3;Medium;Medium;60;62;61;66;54;66;56;59;41;69;46;65;59;61;62;68;64;57;60;63;75;70;74;77;64;68;54;64;63;52;55;62;42;65;54;13;15;15;13;6;63;63;63;63;63;63;64;64;64;64;64;64;64;62;60;62;20
159080;C. Bryson;Craig Bryson;33;170;68;https://cdn.sofifa.com/players/159/080/21_60.png;Scotland;64;64;0;1832;368;CM;CM;100804;350000;2000;613000;SUB;2022;13;2020;False;Not in team;;;Right;1;3;2;Medium;Medium;54;62;63;65;61;63;55;61;52;66;58;61;64;62;64;63;53;55;75;65;90;67;75;68;58;63;67;62;61;64;60;65;63;61;59;14;13;11;12;10;63;61;62;62;62;61;64;63;64;63;63;64;63;63;63;63;20
237927;E. McGinty;Edward McGinty;20;194;83;https://cdn.sofifa.com/players/237/927/21_60.png;Republic of Ireland;64;71;7;1113;366;GK;GK;563;975000;500;1700000;GK;2022;1;2017;False;Not in team;;;Left;1;2;1;Medium;Medium;64;64;58;66;51;63;15;10;9;25;8;19;13;9;25;29;52;50;44;56;52;44;66;39;58;9;24;14;9;56;21;44;13;15;14;64;64;58;63;66;28;28;29;29;29;28;32;32;32;32;28;29;28;28;26;28;65
162407;M. Jakobsen;Michael Jakobsen;34;185;81;https://cdn.sofifa.com/players/162/407/21_60.png;Denmark;64;64;0;1615;341;CB;CB;111393;190000;1000;238000;CB;2022;22;2018;False;Not in team;;;Left;1;2;2;Medium;High;52;43;54;55;63;74;54;31;64;59;39;52;37;50;58;57;50;53;61;58;49;57;76;71;78;52;65;64;46;45;56;58;61;64;62;6;11;10;10;9;53;51;51;51;51;51;54;55;58;55;62;63;62;62;64;62;16
190822;E. Johansen;Eirik Holmen Johansen;27;201;102;https://cdn.sofifa.com/players/190/822/21_60.png;Norway;64;66;2;1060;346;GK;GK;919;525000;1000;696000;GK;2022;12;2019;False;Not in team;;;Right;1;3;1;Medium;Medium;60;63;65;69;28;61;11;12;24;20;13;25;19;20;22;14;20;34;35;63;40;49;54;31;64;13;35;17;13;35;21;52;8;16;14;60;63;65;61;69;29;23;25;25;25;23;26;26;27;26;24;26;24;24;28;24;65
234241;B. Lubala;Beryly Lubala;22;177;76;https://cdn.sofifa.com/players/234/241/21_60.png;DR Congo;64;70;6;1654;361;LM;RM;1926;950000;2000;1900000;RES;2023;30;2020;False;Not in team;;;Right;1;3;3;High;High;82;61;58;65;34;61;59;60;38;59;53;64;58;61;55;63;84;81;71;57;73;66;59;66;67;63;40;32;60;59;54;63;37;32;35;12;15;7;5;9;63;64;63;63;63;64;64;65;59;65;55;50;55;52;45;52;17
208129;S. Novothny;Soma Novothny;26;185;84;https://cdn.sofifa.com/players/208/129/21_60.png;Hungary;64;65;1;1469;303;ST;ST;160;700000;5000;1200000;SUB;2022;15;2020;False;Not in team;;;Right;1;3;2;High;Medium;45;64;41;56;27;70;26;72;74;53;58;50;42;37;25;66;34;54;51;60;63;66;75;55;79;45;66;21;67;50;64;60;26;15;26;5;13;7;11;13;65;54;59;59;59;54;57;54;51;54;41;43;41;40;45;40;18
254464;M. Chang;Maikel Chang;29;178;79;https://cdn.sofifa.com/players/254/464/21_60.png;Cuba;64;64;0;1583;348;RM;RM;111065;575000;2000;834000;SUB;2021;44;2019;False;Not in team;;;Left;1;4;2;High;Medium;64;51;62;63;56;52;71;55;33;62;38;60;47;37;58;68;67;61;65;57;65;53;44;55;63;39;25;57;63;68;51;44;51;66;62;6;10;9;5;12;58;62;60;60;60;62;64;64;63;64;63;61;63;62;57;62;16
197990;G. Francomb;George Francomb;28;181;73;https://cdn.sofifa.com/players/197/990/21_60.png;England;64;64;0;1740;367;RB;RB;110890;525000;3000;919000;SUB;2022;4;2018;False;Not in team;;;Right;1;3;2;Medium;Medium;67;55;63;62;59;61;65;52;56;63;47;61;64;65;61;60;66;68;68;64;71;60;43;71;61;58;52;60;57;62;57;59;58;60;58;10;9;15;10;8;61;61;60;60;60;61;63;64;64;64;64;63;64;64;61;64;18
253952;J. Nardoni;Juan Ignacio Nardoni;17;169;59;https://cdn.sofifa.com/players/253/952/21_60.png;Argentina;64;74;10;1701;359;CM;CAM;111716;1200000;500;2000000;RES;2023;30;2019;False;Not in team;;;Right;1;3;2;Medium;Medium;67;55;63;66;51;57;49;53;45;71;51;65;55;51;67;67;69;66;69;59;75;59;61;70;47;53;64;43;63;67;57;67;53;55;59;5;12;6;9;6;61;63;63;63;63;63;67;66;66;66;61;62;61;60;56;60;16
244736;S. Beusnard;Steeve Beusnard;28;170;62;https://cdn.sofifa.com/players/244/736/21_60.png;France;64;64;0;1546;336;CAM,LM,RM;CAM;110321;600000;2000;1100000;CM;2022;21;2020;False;Not in team;;;Left;1;4;3;High;Medium;77;64;59;67;23;46;52;67;49;66;61;68;53;32;58;65;78;77;59;55;87;64;58;61;45;60;26;27;53;64;63;60;25;11;18;14;6;12;7;5;63;64;64;64;64;64;64;64;60;64;49;45;49;45;36;45;15
234496;O. Bogle;Omar Bogle;26;190;80;https://cdn.sofifa.com/players/234/496/21_60.png;England;64;64;0;1568;337;ST;ST;142;650000;3000;1100000;ST;2022;7;2021;False;Not in team;;;Left;1;5;3;Medium;Medium;64;64;50;62;30;67;39;65;63;60;58;63;54;48;38;63;66;62;63;59;54;66;64;57;80;61;47;32;66;53;60;57;23;27;23;8;14;10;14;8;64;60;62;62;62;60;62;60;56;60;47;47;47;45;45;45;18
232704;T. Ominami;Takuma Ominami;22;184;76;https://cdn.sofifa.com/players/232/704/21_60.png;Japan;64;69;5;1478;335;CB;CB;101145;825000;2000;1100000;CB;2022;25;2020;False;Not in team;;;Right;1;3;2;Medium;Medium;87;29;37;45;62;75;28;32;58;46;24;37;23;32;42;50;81;92;58;66;55;29;85;82;76;24;63;63;22;32;41;49;58;66;62;10;10;11;7;13;47;45;44;44;44;45;46;50;49;50;61;60;61;64;66;64;18
221696;T. McNamara;Tommy McNamara;29;175;77;https://cdn.sofifa.com/players/221/696/21_60.png;United States;64;64;0;1742;363;CM,CDM,LM;CAM;691;575000;2000;834000;SUB;2021;26;2020;False;Not in team;;;Right;1;3;3;High;Medium;49;66;66;67;50;65;62;63;42;69;44;67;76;64;63;66;51;48;69;65;67;77;43;52;71;75;73;50;66;66;42;65;49;52;50;15;6;13;11;15;64;64;64;64;64;64;64;64;64;64;59;62;59;57;57;57;20
217088;R. Blanco;Richard Blanco;38;185;80;https://cdn.sofifa.com/players/217/088/21_60.png;Venezuela;64;64;0;1517;313;ST,RW,LW;ST;114611;200000;500;430000;ST;2025;9;2021;False;Not in team;;;Right;1;3;2;High;Low;55;68;51;61;23;55;43;73;60;57;65;64;53;67;49;59;46;62;55;55;56;61;70;42;67;63;37;14;73;47;68;60;21;20;14;9;14;12;7;14;64;59;61;61;61;59;61;59;54;59;41;41;41;38;38;38;18
212736;B. KwiecieÅ„;Bartosz KwiecieÅ„;26;189;88;https://cdn.sofifa.com/players/212/736/21_60.png;Poland;64;67;3;1664;362;CDM,CB;CB;110745;700000;2000;998000;SUB;2022;99;2017;False;Not in team;;;Right;1;3;2;Medium;Medium;61;53;54;54;60;80;38;52;63;63;31;51;40;34;61;58;51;69;59;61;52;70;79;71;85;46;80;62;57;55;37;57;56;61;59;14;13;10;12;14;61;55;57;57;57;55;59;58;61;58;60;65;60;61;67;61;20
203264;S. Wootton;Scott Wootton;28;188;78;https://cdn.sofifa.com/players/203/264/21_60.png;England;64;64;0;1461;313;CB;CB;1917;500000;3000;0;SUB;2021;14;2018;True;Not in team;;;Right;1;3;2;Medium;Medium;50;25;47;55;64;72;45;16;66;60;32;52;23;18;53;58;47;53;59;54;55;45;75;69;76;18;63;63;35;35;37;50;64;64;64;15;8;12;15;12;47;45;45;45;45;45;48;51;53;51;61;62;61;62;64;62;19
52326;E. JakupoviÄ‡;Eldin JakupoviÄ‡;35;191;85;https://cdn.sofifa.com/players/052/326/21_60.png;Switzerland;64;64;0;1103;347;GK;GK;95;60000;7000;114000;RES;2022;35;2017;False;Not in team;;;Right;1;2;1;Medium;Medium;64;66;64;60;29;64;11;12;12;39;15;11;11;14;34;22;27;31;37;59;45;48;65;31;59;11;45;24;11;52;22;62;14;12;11;64;66;64;64;60;27;24;27;27;27;24;31;28;33;28;26;32;26;25;29;25;64
178022;C. GÃ¶nen;Cenk GÃ¶nen;32;190;84;https://cdn.sofifa.com/players/178/022/21_60.png;Turkey;64;64;0;1119;367;GK;GK;1457;300000;4000;585000;SUB;2021;19;2020;False;Not in team;;;Right;1;1;1;Medium;Medium;67;60;64;67;46;63;12;18;16;30;15;13;12;14;24;16;44;47;48;55;42;48;72;28;67;12;32;20;9;43;12;47;20;14;15;67;60;64;63;67;29;25;26;26;26;25;29;28;28;28;27;29;27;27;30;27;64
238694;L. RÃ¶ser;Lucas RÃ¶ser;26;184;80;https://cdn.sofifa.com/players/238/694/21_60.png;Germany;64;65;1;1629;356;ST,RM;ST;114398;700000;2000;0;ST;2021;9;2019;True;Not in team;;;Right;1;3;3;Medium;Medium;73;64;54;64;32;69;47;65;58;65;58;63;59;34;41;63;72;73;69;60;69;62;76;71;73;66;53;30;61;53;65;59;37;24;17;5;14;7;14;5;65;62;63;63;63;62;64;63;58;63;51;49;51;48;46;48;17
227686;K. Anderson;Keshi Anderson;25;175;71;https://cdn.sofifa.com/players/227/686/21_60.png;England;64;65;1;1730;371;CAM,LM,CM;CAM;1926;700000;3000;1300000;SUB;2022;8;2020;False;Not in team;;;Right;1;3;3;High;Medium;80;62;58;68;49;54;51;62;59;63;57;66;52;54;58;63;81;80;85;65;81;66;61;65;55;61;34;42;63;59;61;54;52;49;44;7;8;12;6;8;65;65;65;65;65;65;65;65;62;65;59;56;59;59;54;59;16
224870;D. Johnson;Danny Johnson;27;178;82;https://cdn.sofifa.com/players/224/870/21_60.png;England;64;64;0;1569;333;ST;ST;1958;625000;5000;1100000;ST;2021;39;2020;False;Not in team;;;Left;1;3;2;Medium;Medium;68;65;48;63;24;65;38;66;61;56;60;61;41;44;37;62;69;68;72;61;73;68;60;74;67;62;51;20;64;53;66;60;18;21;18;14;11;12;6;15;64;60;62;62;62;60;62;61;55;61;46;44;46;44;40;44;19
203292;O. Turton;Oliver Turton;27;180;75;https://cdn.sofifa.com/players/203/292/21_60.png;England;64;64;0;1629;355;RB;RB;1926;575000;3000;1000000;RWB;2021;20;2017;False;Not in team;;;Right;1;3;2;Medium;Medium;66;43;58;59;60;69;60;48;53;62;19;54;40;35;60;58;67;66;78;56;73;45;63;86;69;31;50;59;53;59;46;61;61;62;60;8;15;9;10;14;55;57;55;55;55;57;59;62;61;62;64;63;64;64;62;64;18
232476;K. Shiihashi;Keiya Shiihashi;23;178;70;https://cdn.sofifa.com/players/232/476/21_60.png;Japan;64;68;4;1581;338;CDM,CM,CB;CDM;101145;775000;2000;1000000;CM;2022;26;2021;False;Not in team;;;Right;1;3;2;Medium;High;58;33;57;58;61;71;49;29;56;65;37;52;32;38;62;61;72;47;69;60;67;39;70;85;68;27;59;63;53;57;37;47;60;64;58;9;12;10;7;7;52;53;52;52;52;53;57;59;62;59;64;65;64;63;64;63;16
233568;Lee Sang Heon;Sang Heon Lee;22;178;67;https://cdn.sofifa.com/players/233/568/21_60.png;Korea Republic;64;72;8;1675;361;CAM,CM;CAM;1476;1300000;2000;1900000;CAM;2023;10;2021;False;Not in team;;;Right;1;3;3;High;Medium;72;60;57;67;45;60;49;65;55;62;49;67;45;31;58;66;71;72;74;63;72;58;71;65;55;52;63;46;64;63;53;62;48;42;35;12;12;9;15;13;64;64;64;64;64;64;66;66;63;66;57;57;57;55;53;55;20
213719;A. Kann;Alec Kann;29;193;86;https://cdn.sofifa.com/players/213/719/21_60.png;United States;64;64;0;1144;359;GK;GK;112885;400000;2000;600000;SUB;2021;25;2016;False;Not in team;;;Left;1;3;1;Medium;Medium;64;62;62;62;43;66;13;12;18;27;19;12;18;12;32;20;42;44;30;62;41;47;61;42;75;15;30;24;17;54;21;46;10;13;17;64;62;62;66;62;30;26;28;28;28;26;31;30;33;30;28;31;28;28;30;28;64
255190;Moreno;Daniel Moreno TallÃ³n;18;175;70;https://cdn.sofifa.com/players/255/190/21_60.png;Spain;64;79;15;1586;339;LM,RM;LM;480;1400000;700;3100000;RES;2022;36;2019;False;Not in team;;;Left;1;4;3;Medium;Medium;71;60;59;68;36;45;64;62;45;60;50;69;57;44;58;68;72;70;68;49;74;60;49;49;44;56;42;29;61;56;67;59;38;34;36;13;10;13;12;7;61;64;62;62;62;64;64;65;59;65;53;49;53;50;43;50;17
246230;M. PhaÃ«ton;Matthias PhaÃ«ton;20;185;75;https://cdn.sofifa.com/players/246/230/21_60.png;France;64;77;13;1598;350;ST;ST;62;1400000;2000;3300000;SUB;2023;25;2018;False;Not in team;;;Right;1;3;3;Medium;Medium;78;61;51;67;24;69;34;62;64;61;61;68;59;40;53;68;77;79;68;52;58;63;64;70;72;59;62;16;59;52;60;51;22;19;20;9;10;13;10;14;66;62;63;63;63;62;64;63;58;63;47;46;47;44;42;44;17
212950;G. Dequaire;Guillaume Dequaire;29;187;80;https://cdn.sofifa.com/players/212/950/21_60.png;France;64;64;0;1494;319;CB;CB;112627;500000;1000;875000;CB;2021;23;2018;False;Not in team;;;Left;1;3;2;Medium;Medium;56;32;46;50;63;72;34;24;72;61;34;46;49;52;44;59;57;55;34;59;50;43;70;67;80;35;58;58;29;29;53;52;62;66;62;12;9;13;6;12;49;45;45;45;45;45;48;49;52;49;59;61;59;61;64;61;17
247509;E. Cerrillo;Edwin Cerrillo;19;178;82;https://cdn.sofifa.com/players/247/509/21_60.png;United States;64;79;15;1629;349;CDM,CM;CDM;695;1300000;1000;2800000;SUB;2021;6;2019;False;Not in team;;;Right;1;3;2;Medium;Medium;64;43;58;55;59;70;42;36;50;71;40;51;50;38;64;55;67;62;61;65;71;53;62;72;70;48;70;64;48;55;36;63;60;59;54;15;12;11;9;8;54;54;54;54;54;54;59;58;62;58;62;65;62;62;63;62;19
240341;Lucas Marques;Lucas Marques de Oliveira;25;176;73;https://cdn.sofifa.com/players/240/341/21_60.png;Brazil;64;70;6;1711;366;CDM,CM;CDM;1438;825000;1000;1900000;RES;2021;33;2019;False;Not in team;;;Right;1;3;2;Medium;High;65;52;58;60;63;68;47;40;58;69;32;59;47;39;69;59;69;61;64;55;69;75;81;70;66;61;65;59;49;50;48;53;62;67;64;12;7;11;15;12;58;56;57;57;57;56;60;60;63;60;63;65;63;64;65;64;18
234197;I. Groothuizen;Indy Groothuizen;23;190;92;https://cdn.sofifa.com/players/234/197/21_60.png;Netherlands;64;69;5;999;340;GK;GK;822;700000;2000;928000;SUB;2022;21;2019;False;Not in team;;;Right;1;4;1;Medium;Medium;62;63;66;65;24;60;16;11;20;30;14;14;12;15;26;22;28;20;23;61;28;50;57;25;65;8;17;18;9;43;14;51;13;11;13;62;63;66;60;65;28;22;25;25;25;22;28;26;29;26;24;28;24;24;27;24;65
221141;A. Bakayoko;Amadou Bakayoko;24;193;85;https://cdn.sofifa.com/players/221/141/21_60.png;Sierra Leone;64;69;5;1672;373;ST;ST;1800;900000;9000;1700000;RES;2021;20;2018;False;Not in team;;;Left;1;3;2;Medium;High;78;62;51;59;45;78;53;63;66;57;57;60;38;35;39;59;76;80;65;56;46;70;69;76;80;52;78;37;58;55;60;51;46;44;40;14;8;13;9;13;66;61;61;61;61;61;61;62;56;62;57;54;57;56;56;56;18
254932;J. Caicedo;Jefferson Caicedo;25;183;80;https://cdn.sofifa.com/players/254/932/21_60.png;Ecuador;64;65;1;1456;326;LW,LM,RM;LW;110984;700000;500;1600000;LM;2023;17;2020;False;Not in team;;;Left;1;2;3;Medium;Medium;75;55;57;64;23;52;65;62;37;62;41;67;59;37;33;62;77;73;63;61;58;42;54;38;64;57;40;22;61;62;41;47;19;23;21;9;14;12;11;9;60;64;62;62;62;64;64;64;55;64;48;42;48;45;38;45;18
175316;L. Stevenson;Lewis Stevenson;32;170;67;https://cdn.sofifa.com/players/175/316/21_60.png;Scotland;64;64;0;1674;359;LB;LB;81;400000;2000;700000;SUB;2022;16;2005;False;Not in team;;;Left;1;3;2;High;High;66;42;59;61;62;69;57;43;56;61;12;58;53;51;59;61;65;67;69;60;75;53;76;72;66;29;70;62;52;59;53;60;63;64;61;6;12;7;13;9;56;57;56;56;56;57;59;61;61;61;64;64;64;64;64;64;17
233172;E. Takeda;Eijiro Takeda;31;173;71;https://cdn.sofifa.com/players/233/172/21_60.png;Japan;64;64;0;1686;365;LB,CB,CDM;LB;113197;425000;1000;531000;RES;2022;17;2018;False;Not in team;;;Left;1;2;2;Medium;High;66;47;63;63;61;65;69;38;45;66;32;60;47;46;62;64;69;63;70;55;72;58;65;61;66;56;68;61;63;59;42;61;63;62;63;8;5;11;11;6;57;61;59;59;59;61;62;64;63;64;64;64;64;64;63;64;15
222420;G. Ward;Grant Ward;25;178;73;https://cdn.sofifa.com/players/222/420/21_60.png;England;64;66;2;1768;378;CM,RM;RM;1926;725000;3000;1300000;RES;2022;18;2019;False;Not in team;;;Right;1;3;3;Medium;Medium;72;60;64;66;55;61;65;60;51;64;47;65;58;57;60;65;73;72;71;66;74;61;67;72;61;64;47;61;62;67;54;62;50;57;53;9;9;6;8;12;64;65;64;64;64;65;66;66;66;66;65;62;65;64;59;64;18
221652;Sergio;Sergio GonzÃ¡lez Poirrier;28;186;67;https://cdn.sofifa.com/players/221/652/21_60.png;Spain;64;65;1;1429;301;CB;CB;100888;550000;3000;921000;SUB;2023;6;2020;False;Not in team;;;Right;1;3;2;Medium;Medium;52;35;46;41;66;61;32;32;68;60;36;37;35;31;48;46;41;61;34;58;49;49;71;54;64;29;61;63;28;41;42;53;60;73;69;14;15;8;9;11;47;42;43;43;43;42;46;46;51;46;58;61;58;60;65;60;19
199636;M. Guezoui;Medhy Guezoui;31;188;80;https://cdn.sofifa.com/players/199/636/21_60.png;France;64;64;0;1501;319;ST;ST;112627;500000;2000;875000;RES;2022;9;2019;False;Not in team;;;Right;1;3;2;Medium;High;41;64;49;60;31;74;47;67;67;59;55;60;47;49;37;66;34;47;48;60;48;65;63;62;89;59;52;18;67;45;56;63;24;40;11;11;12;10;10;16;64;57;60;60;60;57;59;58;55;58;45;46;45;42;46;42;19
259795;R. Arancibia;Ronaldo Arancibia;20;170;65;https://cdn.sofifa.com/players/259/795/21_60.png;Bolivia;64;72;8;1567;343;RM,CM,LM;RM;115358;1300000;500;3100000;RES;2021;2;2020;False;Not in team;;;Right;1;3;2;Medium;Medium;71;55;60;64;35;58;65;63;35;64;55;65;48;45;50;63;70;71;64;51;65;58;55;72;55;33;48;33;61;61;55;50;38;33;33;8;14;13;12;11;60;62;61;61;61;62;63;65;59;65;55;51;55;52;44;52;18
194003;A. Niewulis;Andrzej Niewulis;31;187;77;https://cdn.sofifa.com/players/194/003/21_60.png;Poland;64;64;0;1563;338;CB;CB;114326;400000;2000;540000;CB;2022;6;2017;False;Not in team;;;Right;1;2;2;Medium;Medium;57;39;51;51;62;78;40;36;65;56;27;47;38;29;62;53;60;54;61;54;62;62;80;71;84;29;69;60;42;53;27;53;62;63;59;15;14;6;11;12;53;48;49;49;49;48;52;53;56;53;59;63;59;60;64;60;19
226259;L. Andrenacci;Lorenzo Andrenacci;25;188;77;https://cdn.sofifa.com/players/226/259/21_60.png;Italy;64;64;0;1106;366;GK;GK;190;475000;800;760000;SUB;2021;33;2014;False;Not in team;;;Right;1;3;1;Medium;Medium;64;65;59;64;49;65;14;13;12;25;20;17;17;18;19;22;50;49;55;53;58;44;55;28;60;15;18;15;7;34;20;43;19;16;16;64;65;59;65;64;28;26;26;26;26;26;28;28;26;28;27;26;27;27;27;27;64
221907;B. Ould-Chikh;Bilal Ould-Chikh;22;170;60;https://cdn.sofifa.com/players/221/907/21_60.png;Morocco;64;68;4;1562;328;RW,LW;CAM;650;850000;2000;1300000;RES;2021;21;2019;False;Not in team;;;Left;1;4;3;Medium;Low;71;59;56;71;27;44;55;55;42;57;58;72;69;57;43;70;74;69;71;60;83;69;59;36;50;61;34;20;59;62;56;57;29;26;22;7;8;8;12;9;62;64;64;64;64;64;65;63;57;63;47;43;47;44;39;44;17
254418;J. NÃºÃ±ez;Javier NÃºÃ±ez;23;167;68;https://cdn.sofifa.com/players/254/418/21_60.png;Peru;64;65;1;1629;361;LW,RW;LW;114619;725000;500;1600000;RW;2021;11;2020;False;Not in team;;;Right;1;3;4;High;Low;76;56;58;67;50;54;61;60;42;61;35;72;55;57;46;60;77;75;70;55;70;55;61;55;59;55;40;54;58;60;44;49;53;48;49;5;13;6;9;9;61;64;62;62;62;64;64;65;59;65;60;56;60;58;54;58;16
122066;R. KÃ¶nig;Ronny KÃ¶nig;37;190;93;https://cdn.sofifa.com/players/122/066/21_60.png;Germany;64;64;0;1481;304;ST;ST;110592;200000;600;290000;ST;2022;15;2016;False;Not in team;;;Left;1;4;2;Medium;Low;30;69;48;47;37;73;48;71;76;46;57;40;59;43;38;62;30;30;35;66;38;71;39;51;93;66;58;35;71;58;60;70;35;36;12;14;8;14;11;10;64;53;57;57;57;53;56;53;54;53;43;48;43;43;50;43;19
247506;M. Freese;Matt Freese;21;193;83;https://cdn.sofifa.com/players/247/506/21_60.png;United States;64;74;10;924;350;GK;GK;112134;1100000;1000;1900000;RES;2022;1;2018;False;Not in team;;;Right;1;2;1;Medium;Medium;67;64;59;67;29;64;11;6;10;27;6;7;13;10;19;16;27;31;32;42;50;44;50;18;55;9;22;11;4;41;10;26;7;11;14;67;64;59;64;67;22;18;20;20;20;18;23;21;23;21;20;22;20;20;22;20;65
243666;C. McCowatt;Callum McCowatt;21;180;73;https://cdn.sofifa.com/players/243/666/21_60.png;New Zealand;64;74;10;1718;373;LM,LW;RM;#N/A;0;0;0;;;;2020;False;New Zealand;SUB;12;Right;1;3;3;Medium;High;70;62;60;61;52;68;55;64;54;61;45;62;63;56;62;61;71;69;58;61;56;64;62;71;65;61;71;54;62;62;57;63;50;58;38;7;10;5;10;13;64;62;63;63;63;62;64;65;64;65;60;61;60;59;58;59;17
