CLI_ID;CLI_ANNEE;CLI_PROD;CLI_PRIX;CLI_CONFORT;CLI_COM;CLI_CHOIX;CLI_AGE;CLI_GENRE
CLI_10165;2;1;6700;1500;3;0;45;F
CLI_10166;2;1;7200;850;1;2;33;F
CLI_10167;2;1;5200;650;3;1;33;M
CLI_10168;2;2;10600;1650;4;4;34;F
CLI_10169;2;1;4500;650;3;0;32;F
CLI_10170;2;1;9800;1150;3;4;39;M
CLI_10171;2;1;4700;600;1;2;34;M
CLI_10172;2;1;5000;900;3;2;33;M
CLI_10173;2;2;13800;2000;5;2;50;F
CLI_10174;2;2;18400;2150;3;5;45;F
CLI_10175;2;2;12300;1200;1;3;32;M
CLI_10176;2;1;8200;1750;1;1;55;M
CLI_10177;2;1;7900;1050;1;1;40;F
CLI_10178;2;1;4600;700;3;2;31;F
CLI_10179;2;1;9000;1300;3;1;41;M
CLI_10180;2;1;4400;600;3;2;33;M
CLI_10181;2;1;11100;1650;1;0;50;M
CLI_10182;2;2;10900;2050;3;0;47;F
CLI_10183;2;1;9000;1200;2;4;52;M
CLI_10184;2;1;5300;800;2;2;34;M
CLI_10185;2;2;10300;1750;3;0;37;F
CLI_10186;2;1;4200;550;4;2;29;F
CLI_10187;2;1;10700;1700;3;0;49;M
CLI_10188;2;2;16000;2300;5;0;42;F
CLI_10189;2;1;13300;1600;1;4;62;M
CLI_10190;2;2;11200;1250;3;3;30;M
CLI_10191;2;1;10600;1700;2;0;62;M
CLI_10192;2;1;7600;1250;1;1;47;F
CLI_10193;2;1;8400;1600;5;3;50;F
CLI_10194;2;2;18900;2800;3;5;50;F
CLI_10195;2;1;2500;250;3;0;34;F
CLI_10196;2;1;9600;1350;5;2;41;M
CLI_10197;2;1;6600;900;5;4;26;F
CLI_10198;2;1;6300;950;5;3;34;M
CLI_10199;2;1;6100;1300;5;0;44;F
CLI_10200;2;2;10700;1500;4;4;33;M
CLI_10201;2;1;4800;1100;4;2;35;M
CLI_10202;2;1;10600;1550;3;1;61;M
CLI_10203;2;1;12200;1800;5;0;47;F
CLI_10204;2;2;10500;1850;1;0;43;M
CLI_10205;2;1;7300;1150;2;1;52;M
CLI_10206;2;2;11300;1800;2;0;43;M
CLI_10207;2;1;7600;1200;1;1;46;M
CLI_10208;2;2;17500;2700;3;5;49;M
CLI_10209;2;1;7400;1150;3;3;42;F
CLI_10210;2;2;9900;1850;5;2;35;F
CLI_10211;2;1;8700;1550;5;0;43;M
CLI_10212;2;2;20000;2600;4;3;46;M
CLI_10213;2;1;8500;1350;5;4;39;F
CLI_10214;2;1;6600;1100;4;1;31;F
CLI_10215;2;1;12500;1600;2;0;54;F
CLI_10216;2;1;10100;1300;3;4;39;F
CLI_10217;2;1;7600;1200;1;1;45;M
CLI_10218;2;1;4900;850;5;0;23;M
CLI_10219;2;2;17600;2850;3;2;62;M
CLI_10220;2;2;13500;1800;5;0;34;M
CLI_10221;2;2;10000;1700;2;3;48;F
CLI_10222;2;2;9000;950;1;3;36;F
CLI_10223;2;1;10400;1400;4;1;39;M
CLI_10224;2;1;10400;1500;3;0;54;M
CLI_10225;2;2;16800;2200;4;5;42;F
CLI_10226;2;1;8500;1350;3;4;56;M
CLI_10227;2;1;11600;1850;4;0;60;M
CLI_10228;2;1;7300;1550;3;1;47;M
CLI_10229;2;2;9400;1650;4;4;34;M
CLI_10230;2;1;10400;1400;1;1;47;F
CLI_10231;2;1;8000;1000;5;3;31;F
CLI_10232;2;1;5700;700;1;3;34;M
CLI_10233;2;1;10400;1350;5;0;39;F
CLI_10234;2;2;16100;2700;3;2;48;F
CLI_10235;2;1;7400;1300;3;0;47;F
CLI_10236;2;2;16000;2300;3;5;56;F
CLI_10237;2;1;8700;1450;4;0;47;F
CLI_10238;2;2;13600;2000;5;3;46;M
CLI_10239;2;1;11600;1450;1;2;49;M
CLI_10240;2;1;6000;900;3;1;30;M
CLI_10241;2;1;13600;1900;2;0;49;M
CLI_10242;2;1;7600;1250;5;1;40;M
CLI_10243;2;2;14400;1800;2;5;52;F
CLI_10244;2;2;5800;950;2;0;34;F
CLI_10245;2;2;7200;950;1;0;34;M
CLI_10246;2;2;11800;1650;3;2;33;M
CLI_10247;2;1;5800;1050;3;2;40;M
CLI_10248;2;1;4600;800;5;2;24;M
CLI_10249;2;1;9400;1750;1;0;50;F
CLI_10250;2;1;11800;1550;3;0;55;M
CLI_10251;2;2;13900;1900;1;3;50;F
CLI_10252;2;1;8800;1400;2;1;53;M
CLI_10253;2;1;5900;1050;3;1;40;F
CLI_10254;2;1;9200;1200;3;1;47;M
CLI_10255;2;1;12900;1450;2;4;52;F
CLI_10256;2;2;9300;1250;2;4;31;M
CLI_10257;2;1;6800;1300;5;1;39;M
CLI_10258;2;1;5900;1150;3;0;41;M
CLI_10259;2;1;7600;1450;5;0;46;M
CLI_10260;2;1;8600;1400;2;0;53;M
CLI_10261;2;1;10300;1450;2;0;56;F
CLI_10262;2;1;12600;1550;5;0;57;F
CLI_10263;2;1;9000;1900;5;1;46;F
CLI_10264;2;1;8100;1500;3;1;54;F
CLI_10265;2;2;10100;1450;5;0;34;F
CLI_10266;2;2;6000;1000;4;0;29;M
CLI_10267;2;1;6300;1100;2;3;42;F
CLI_10268;2;1;5500;750;5;2;24;F
CLI_10269;2;2;13800;1600;1;5;40;M
CLI_10270;2;1;5100;900;2;4;37;M
CLI_10271;2;2;8400;850;4;0;31;M
CLI_10272;2;1;5500;800;3;2;29;M
CLI_10273;2;2;13900;1700;1;2;46;M
CLI_10274;2;1;8800;1650;2;0;65;M
CLI_10275;2;1;9800;1450;2;0;49;M
CLI_10276;2;2;12200;1600;3;0;33;M
CLI_10277;2;1;5800;850;1;1;34;M
CLI_10278;2;1;9600;1600;5;0;47;M
CLI_10279;2;1;7700;1250;2;1;44;F
CLI_10280;2;1;7100;1250;4;1;38;M
CLI_10281;2;1;7600;1000;2;2;45;F
CLI_10282;2;1;4300;650;5;0;28;F
CLI_10283;2;2;18400;2850;3;5;48;M
CLI_10284;2;2;12200;2050;1;3;50;M
CLI_10285;2;2;7700;1950;2;0;43;M
CLI_10286;2;1;5200;1050;4;2;36;F
CLI_10287;2;1;8700;1300;5;2;43;M
CLI_10288;2;1;6400;850;5;0;20;M
CLI_10289;2;1;10900;1600;3;1;54;M
CLI_10290;2;2;9700;1350;2;4;34;M
CLI_10291;2;1;8800;1750;5;0;43;M
CLI_10292;2;1;6500;800;5;2;22;M
CLI_10293;2;1;9000;1350;5;4;41;M
CLI_10294;2;1;8200;1850;5;0;57;F
CLI_10295;2;1;8900;1400;3;0;43;F
CLI_10296;2;1;6800;850;5;2;27;M
CLI_10297;2;2;12700;1900;1;5;45;M
CLI_10298;2;1;7600;1000;5;3;29;M
CLI_10299;2;1;8200;1100;3;1;36;M
CLI_10300;2;2;7500;1200;1;0;41;M
CLI_10301;2;1;10000;1400;4;0;48;F
CLI_10302;2;1;7900;1100;1;2;37;M
CLI_10303;2;1;7600;1100;4;1;31;F
CLI_10304;2;1;10500;1550;2;1;62;M
CLI_10305;2;1;16600;2000;3;1;58;F
CLI_10306;2;1;11400;1550;5;0;43;M
CLI_10307;2;1;2300;250;2;0;36;M
CLI_10308;2;1;16400;2150;2;0;59;M
CLI_10309;2;1;7400;1100;2;1;38;M
CLI_10310;2;2;15000;1950;4;5;39;M
CLI_10311;2;1;9100;1400;2;1;48;F
CLI_10312;2;1;4000;700;1;0;41;F
CLI_10313;2;1;9600;1250;3;1;39;M
CLI_10314;2;2;13000;1700;5;2;37;F
CLI_10315;2;1;8300;1300;2;2;46;F
CLI_10316;2;1;6700;1000;3;1;38;M
CLI_10317;2;2;7700;1400;2;2;39;M
CLI_10318;2;2;3700;300;2;0;29;F
CLI_10319;2;2;12400;2450;4;0;49;M
CLI_10320;2;1;8900;1900;5;0;50;F
CLI_10321;2;1;9000;1850;2;0;65;M
CLI_10322;2;1;6200;900;4;2;30;F
CLI_10323;2;2;9000;1200;5;0;29;M
CLI_10324;2;1;2100;150;5;0;29;F
CLI_10325;2;1;9000;1550;3;0;50;F
CLI_10326;2;1;6300;1100;3;1;35;F
CLI_10327;2;2;5300;550;3;0;29;M
CLI_10328;2;2;14400;2200;2;5;46;M
CLI_10329;2;2;17000;2850;1;5;53;M
CLI_10330;2;1;6300;1000;2;1;35;M
CLI_10331;2;1;8600;1500;4;1;48;F
CLI_10332;2;1;6500;1300;3;4;41;F
CLI_10333;2;1;6700;1000;3;1;32;F
CLI_10334;2;1;7600;1250;3;1;41;M
CLI_10335;2;1;9200;1550;1;4;55;F
CLI_10336;2;1;9100;1050;5;1;27;M
CLI_10337;2;1;4800;800;5;2;29;M
CLI_10338;2;1;8200;1250;3;4;49;M
CLI_10339;2;1;7800;1350;1;1;49;F
CLI_10340;2;1;8800;1100;4;1;31;F
CLI_10341;2;1;6000;950;1;1;37;M
CLI_10342;2;1;12400;1750;4;0;45;F
CLI_10343;2;2;11700;1850;5;0;41;F
CLI_10344;2;1;7900;1250;5;4;35;M
CLI_10345;2;1;4300;500;4;2;25;F
CLI_10346;2;1;11700;1650;3;1;55;M
CLI_10347;2;1;9300;1400;1;1;55;M
CLI_10348;2;1;9500;1550;3;1;60;F
CLI_10349;2;1;5200;1050;2;1;38;F
CLI_10350;2;1;8600;1400;3;1;41;M
CLI_10351;2;1;5000;700;3;2;31;F
CLI_10352;2;1;11700;1400;3;1;47;M
CLI_10353;2;1;6500;1200;2;4;41;F
CLI_10354;2;2;9000;1500;4;0;33;F
CLI_10355;2;1;9900;1500;4;0;40;M
CLI_10356;2;2;9400;1350;1;4;35;F
CLI_10357;2;1;8500;1050;5;4;31;F
CLI_10358;2;2;10800;1450;1;0;41;F
CLI_10359;2;1;5200;1350;2;1;59;F
CLI_10360;2;1;7700;1500;5;0;45;M
CLI_10361;2;2;9400;1200;2;5;33;M
CLI_10362;2;1;7800;850;1;4;37;F
CLI_10363;2;1;6800;1050;3;1;35;M
CLI_10364;2;2;7500;1100;2;4;36;F
CLI_10365;2;2;14500;2050;3;5;45;M
CLI_10366;2;1;10000;1500;2;2;50;F
CLI_10367;2;1;12000;1300;1;4;47;M
CLI_10368;2;1;6800;1350;5;0;41;F
CLI_10369;2;1;5300;750;1;2;36;M
CLI_10370;2;1;3100;400;3;0;30;F
CLI_10371;2;1;8800;1400;2;4;49;F
CLI_10372;2;1;10700;1300;1;1;50;M
CLI_10373;2;1;8300;1050;5;3;32;F
CLI_10374;2;1;9000;1350;4;1;45;M
CLI_10375;2;1;10300;1200;4;4;42;M
CLI_10376;2;1;5200;850;5;2;21;M
CLI_10377;2;1;2800;300;2;0;37;M
CLI_10378;2;1;6900;950;3;2;34;M
CLI_10379;2;1;5800;950;5;2;34;F
CLI_10380;2;1;6200;950;2;1;42;F
CLI_10381;2;1;5800;1050;2;2;42;M
CLI_10382;2;1;5800;850;2;2;34;F
CLI_10383;2;1;8100;1050;2;1;36;F
CLI_10384;2;1;3500;700;4;2;29;M
CLI_10385;2;1;11800;1400;2;1;43;F
CLI_10386;2;2;9300;1100;2;0;29;M
CLI_10387;2;1;7600;850;4;4;30;M
CLI_10388;2;2;9300;2300;2;5;59;M
CLI_10389;2;2;8400;1500;4;0;30;M
CLI_10390;2;1;9600;1600;4;0;51;M
CLI_10391;2;1;6600;1550;4;0;53;M
CLI_10392;2;1;10200;1550;3;0;49;M
CLI_10393;2;1;6900;900;5;2;23;M
CLI_10394;2;1;6900;1150;2;1;45;F
CLI_10395;2;1;8200;1650;4;4;47;M
CLI_10396;2;1;5500;1150;1;2;41;M
CLI_10397;2;1;6900;1300;4;1;43;M
CLI_10398;2;2;11000;2000;5;2;43;F
CLI_10399;2;1;10000;1550;4;0;44;M
CLI_10400;2;2;13300;1500;1;5;39;M
CLI_10401;2;2;17900;2600;1;5;51;M
CLI_10402;2;1;10300;1500;3;0;42;M
CLI_10403;2;1;6300;900;2;1;32;F
CLI_10404;2;1;4600;650;5;1;29;F
CLI_10405;2;2;13700;2450;1;3;65;F
CLI_10406;2;1;8600;1100;1;2;38;M
CLI_10407;2;2;9200;1650;3;4;35;M
CLI_10408;2;1;10700;1500;2;0;57;F
CLI_10409;2;2;11800;2150;5;0;41;M
CLI_10410;2;1;6700;1050;3;1;33;M
CLI_10411;2;1;6100;800;2;1;33;M
CLI_10412;2;1;9100;1150;5;2;42;F
CLI_10413;2;1;7600;1150;1;3;42;M
CLI_10414;2;2;12500;1950;3;5;39;M
CLI_10415;2;2;8100;1100;1;0;34;M
CLI_10416;2;1;8300;1400;2;1;51;M
CLI_10417;2;1;12100;1600;4;0;49;F
CLI_10418;2;1;6200;800;3;2;29;F
CLI_10419;2;1;10300;1300;4;4;41;M
CLI_10420;2;1;8800;1750;2;1;65;M
CLI_10421;2;1;9600;1300;1;1;47;F
CLI_10422;2;1;7600;1200;1;3;50;F
CLI_10423;2;1;8400;1200;3;1;47;M
CLI_10424;2;2;10100;1700;4;3;44;M
CLI_10425;2;1;7000;1650;2;1;64;M
CLI_10426;2;2;10800;1500;5;4;34;M
CLI_10427;2;1;9200;1400;2;1;49;M
CLI_10428;2;1;7300;950;2;1;40;F
CLI_10429;2;1;8300;1650;3;1;62;F
CLI_10430;2;1;6900;900;4;2;24;F
CLI_10431;2;1;7100;1350;4;1;48;M
CLI_10432;2;1;6400;1150;3;2;39;M
CLI_10433;2;1;7600;1200;1;1;54;F
CLI_10434;2;2;8200;800;5;4;29;M
CLI_10435;2;1;6900;1350;3;4;45;F
CLI_10436;2;1;13700;2050;3;0;47;M
CLI_10437;2;2;18000;2150;1;5;58;F
CLI_10438;2;2;11300;1700;3;0;43;F
CLI_10439;2;2;10800;1750;4;0;39;F
CLI_10440;2;2;10100;1800;3;0;47;M
CLI_10441;2;2;13600;2750;1;0;51;F
CLI_10442;2;2;10700;1500;1;0;48;M
CLI_10443;2;1;9900;1500;3;0;50;M
CLI_10444;2;1;11800;1250;2;1;50;M
CLI_10445;2;2;11500;1550;3;3;34;F
CLI_10446;2;1;5900;900;1;2;38;M
CLI_10447;2;2;9200;1550;1;5;44;F
CLI_10448;2;1;13700;1500;4;0;41;M
CLI_10449;2;1;11600;1900;2;0;53;M
CLI_10450;2;2;14700;1750;3;3;45;M
CLI_10451;2;1;7600;1450;4;0;45;M
CLI_10452;2;1;7000;850;4;2;29;F
CLI_10453;2;2;11100;1900;2;3;41;F
CLI_10454;2;2;11000;1650;4;2;33;M
CLI_10455;2;1;5600;1000;2;1;41;M
CLI_10456;2;1;6100;1050;1;1;39;F
CLI_10457;2;2;17000;2350;5;2;57;F
CLI_10458;2;2;16600;1950;2;5;56;M
CLI_10459;2;2;8700;2000;5;0;45;F
CLI_10460;2;1;8400;1150;3;1;33;M
CLI_10461;2;1;5600;1450;1;1;47;M
CLI_10462;2;1;7300;1250;2;3;48;M
CLI_10463;2;2;17700;2250;2;2;44;F
CLI_10464;2;1;9800;1500;3;2;45;F
CLI_10465;2;2;13700;2100;3;2;54;M
CLI_10466;2;1;5000;650;4;2;29;F
CLI_10467;2;1;3900;750;5;0;25;M
CLI_10468;2;1;10300;1750;5;0;52;M
CLI_10469;2;1;10200;1300;2;1;45;F
CLI_10470;2;2;16300;2100;2;5;51;M
CLI_10471;2;2;24300;2800;2;5;50;F
CLI_10472;2;1;7600;1750;2;0;61;F
CLI_10473;2;1;6900;1000;5;4;29;M
CLI_10474;2;1;9400;1300;3;1;42;M
CLI_10475;2;1;5200;800;1;3;37;M
CLI_10476;2;1;9600;1150;4;2;46;M
CLI_10477;2;1;12300;1700;3;0;47;M
CLI_10478;2;1;11100;1650;2;0;66;M
CLI_10479;2;1;13700;1800;4;0;50;M
CLI_10480;2;2;8800;1100;5;4;25;M
CLI_10481;2;2;15400;2250;5;5;43;M
CLI_10482;2;1;12900;1650;3;0;57;F
CLI_10483;2;2;17100;2350;1;5;66;M
CLI_10484;2;1;7100;1250;5;1;39;F
CLI_10485;2;2;8400;1500;4;3;38;M
CLI_10486;2;1;9700;1350;3;0;44;M
CLI_10487;2;1;7700;1350;1;1;50;M
CLI_10488;2;2;10100;1800;4;0;39;M
CLI_10489;2;2;16600;2000;4;5;44;F
CLI_10490;2;2;19900;2300;3;5;52;F
CLI_10491;2;2;8800;1500;5;4;30;F
CLI_10492;2;1;9800;1550;4;0;56;M
CLI_10493;2;1;8800;1450;5;0;47;F
CLI_10494;2;1;7400;1350;4;1;45;F
CLI_10495;2;2;13000;2000;1;2;46;M
CLI_10496;2;1;7400;1100;1;1;39;F
CLI_10497;2;2;5500;1100;2;0;35;F
CLI_10498;2;1;6900;1250;1;1;43;M
CLI_10499;2;1;8200;1350;1;4;54;M
CLI_10500;2;1;9500;1300;3;1;40;M
CLI_10501;2;1;6900;1100;1;2;47;M
CLI_10502;2;1;9300;1350;3;2;47;F
CLI_10503;2;1;7900;1300;5;0;41;M
CLI_10504;2;1;8300;1250;2;3;39;F
CLI_10505;2;1;7900;1250;3;1;41;F
CLI_10506;2;1;4600;950;1;1;39;M
CLI_10507;2;2;12500;1700;5;3;35;F
CLI_10508;2;2;8700;1000;2;4;34;M
CLI_10509;2;1;7300;1350;2;1;51;M
CLI_10510;2;1;8100;1350;5;3;44;F
CLI_10511;2;2;7900;1000;1;4;36;F
CLI_10512;2;1;11100;1700;1;1;56;M
CLI_10513;2;2;15100;2450;4;5;47;F
CLI_10514;2;1;2700;350;5;0;23;F
CLI_10515;2;2;16900;2600;5;0;55;M
CLI_10516;2;2;14800;2600;1;0;67;M
CLI_10517;2;1;4600;1100;2;2;34;M
CLI_10518;2;1;6200;850;4;4;27;M
CLI_10519;2;2;17300;2400;3;5;47;M
CLI_10520;2;1;10600;1450;5;1;45;M
CLI_10521;2;1;7600;1300;3;1;49;F
CLI_10522;2;1;7000;1000;2;1;41;M
CLI_10523;2;1;6200;1050;3;2;33;F
CLI_10524;2;1;9300;1350;2;1;47;M
CLI_10525;2;1;7600;1300;3;4;49;M
CLI_10526;2;2;7400;1200;3;0;27;F
CLI_10527;2;2;7500;1600;1;0;36;M
CLI_10528;2;2;12700;2250;4;4;50;F
CLI_10529;2;1;7800;1100;1;1;37;F
CLI_10530;2;2;9300;1350;2;4;29;M
CLI_10531;2;1;9100;1350;3;4;46;M
CLI_10532;2;1;9400;1450;4;0;49;F
CLI_10533;2;2;10000;1300;1;4;34;F
CLI_10534;2;1;7700;1350;2;1;57;M
CLI_10535;2;1;5700;1200;2;1;48;F
CLI_10536;2;1;9400;1750;4;0;51;M
CLI_10537;2;1;11500;1450;3;0;56;M
CLI_10538;2;1;9700;1250;2;1;43;F
CLI_10539;2;1;5300;1100;2;0;41;M
CLI_10540;2;1;7700;1050;2;3;39;M
CLI_10541;2;1;7600;1400;5;1;47;F
CLI_10542;2;2;10800;1450;1;0;42;F
CLI_10543;2;1;12800;1900;2;0;62;M
CLI_10544;2;2;10000;1450;3;4;35;F
CLI_10545;2;1;6400;1050;1;1;41;M
CLI_10546;2;2;17800;2450;2;5;54;M
CLI_10547;2;1;5100;800;2;2;31;F
CLI_10548;2;1;8400;1350;5;0;39;M
CLI_10549;2;2;23500;2700;2;2;48;F
CLI_10550;2;2;11500;1400;1;4;37;F
CLI_10551;2;1;6700;1000;1;3;40;M
CLI_10552;2;1;8600;1400;5;0;38;F
CLI_10553;2;1;5900;1450;2;1;49;F
CLI_10554;2;1;6300;1250;5;1;35;M
CLI_10555;2;1;8300;1450;4;4;42;M
CLI_10556;2;1;9500;1450;4;1;46;M
CLI_10557;2;2;16100;1950;3;2;43;F
CLI_10558;2;1;5300;800;4;3;24;M
CLI_10559;2;2;16000;2150;2;5;44;M
CLI_10560;2;1;6100;800;1;3;37;M
CLI_10561;2;1;6800;1250;1;1;51;M
CLI_10562;2;1;6400;950;5;2;34;M
CLI_10563;2;1;7900;1400;2;0;47;M
CLI_10564;2;1;8800;1150;4;2;36;M
CLI_10565;2;2;13700;1850;2;2;49;F
CLI_10566;2;2;12200;1750;3;5;41;M
CLI_10567;2;2;13900;2650;1;2;50;F
CLI_10568;2;1;5900;700;2;3;31;F
CLI_10569;2;1;7600;1100;1;1;42;M
CLI_10570;2;1;9000;1450;3;1;47;M
CLI_10571;2;1;4200;800;2;2;31;M
CLI_10572;2;1;6400;950;1;4;42;M
CLI_10573;2;1;6300;700;4;2;31;M
CLI_10574;2;2;18700;2600;4;5;45;M
CLI_10575;2;1;7500;1250;5;4;42;F
CLI_10576;2;2;8500;1100;3;0;31;M
CLI_10577;2;1;14600;1950;5;0;57;M
CLI_10578;2;1;9500;1750;1;0;56;F
CLI_10579;2;2;13500;1850;2;5;39;M
CLI_10580;2;1;6900;850;5;1;29;F
CLI_10581;2;1;9300;1350;5;1;48;F
CLI_10582;2;1;6300;1000;3;1;38;M
CLI_10583;2;1;8400;1400;2;1;47;M
CLI_10584;2;2;14100;2700;3;0;49;M
CLI_10585;2;1;7800;1000;5;2;29;F
CLI_10586;2;1;5500;750;2;1;31;M
CLI_10587;2;1;5200;700;5;1;20;M
CLI_10588;2;1;7000;1100;3;3;34;M
CLI_10589;2;1;6200;1300;2;1;41;F
CLI_10590;2;1;9200;1400;1;1;50;F
CLI_10591;2;1;10000;1250;5;4;39;M
CLI_10592;2;1;4300;600;5;2;26;M
CLI_10593;2;1;12800;1750;3;0;61;F
CLI_10594;2;1;7400;850;1;1;31;M
CLI_10595;2;1;7900;1450;1;4;57;F
CLI_10596;2;1;5300;750;3;2;29;M
CLI_10597;2;1;7200;1100;1;4;37;M
CLI_10598;2;2;9500;1300;5;4;26;M
CLI_10599;2;2;14600;1750;5;5;38;M
CLI_10600;2;1;10500;1600;1;1;60;M
CLI_10601;2;1;5600;1050;2;1;37;F
CLI_10602;2;1;5100;1050;1;1;37;M
CLI_10603;2;2;9800;1200;5;0;20;M
CLI_10604;2;1;8300;1150;4;2;40;M
CLI_10605;2;1;7900;900;5;2;21;M
CLI_10606;2;1;4200;700;3;0;32;M
CLI_10607;2;2;8700;1400;2;2;42;M
CLI_10608;2;2;12700;1950;2;3;50;F
CLI_10609;2;2;15900;1800;3;5;48;M
CLI_10610;2;1;9200;1500;1;1;50;M
CLI_10611;2;1;6900;1000;4;1;33;F
CLI_10612;2;2;12200;1400;5;3;27;M
CLI_10613;2;1;3600;550;4;0;31;F
CLI_10614;2;2;5500;700;4;0;30;M
CLI_10615;2;2;7200;1350;4;0;28;F
CLI_10616;2;1;6200;1000;5;2;28;F
CLI_10617;2;1;6200;900;2;2;29;M
CLI_10618;2;2;10300;1850;4;0;37;F
CLI_10619;2;2;10600;1950;5;0;38;F
CLI_10620;2;2;13000;2000;2;2;49;F
CLI_10621;2;1;12200;1800;2;0;60;M
CLI_10622;2;1;7300;1000;5;2;31;M
CLI_10623;2;2;12400;1700;5;2;37;M
CLI_10624;2;1;6500;1050;2;1;39;M
CLI_10625;2;1;11200;2000;5;0;46;M
CLI_10626;2;2;8200;1550;1;3;42;F
CLI_10627;2;2;16800;2600;4;5;46;F
CLI_10628;2;1;8500;1250;1;1;42;M
CLI_10629;2;1;10700;1550;2;3;49;M
CLI_10630;2;1;4700;800;1;1;34;F
CLI_10631;2;1;6300;1250;1;3;41;F
CLI_10632;2;1;9900;1750;2;0;53;M
CLI_10633;2;1;9400;1450;1;1;55;M
CLI_10634;2;2;17300;2100;3;5;48;F
CLI_10635;2;1;6500;1350;3;4;45;M
CLI_10636;2;2;8800;1500;2;4;36;F
CLI_10637;2;1;7900;900;4;4;26;M
CLI_10638;2;2;13400;1800;2;5;51;F
CLI_10639;2;1;12100;1800;4;0;49;M
CLI_10640;2;2;9200;1600;5;3;29;M
CLI_10641;2;1;8700;1300;3;1;47;F
CLI_10642;2;1;9000;1450;1;0;45;M
CLI_10643;2;1;7600;1300;2;1;39;F
CLI_10644;2;1;7500;1200;1;2;53;M
CLI_10645;2;2;9200;1500;3;2;35;F
CLI_10646;2;1;9800;1400;2;0;45;F
CLI_10647;2;1;6800;1150;4;0;37;F
CLI_10648;2;1;8500;1500;2;0;59;M
CLI_10649;2;1;10600;1700;4;3;55;F
CLI_10650;2;2;10500;1550;4;0;30;F
CLI_10651;2;2;10500;1400;2;4;39;M
CLI_10652;2;1;5900;1000;5;3;33;M
CLI_10653;2;2;16700;2150;4;5;42;M
CLI_10654;2;1;13500;2000;4;0;53;M
CLI_10655;2;2;13300;1800;5;3;35;F
CLI_10656;2;1;6200;800;5;1;25;M
CLI_10657;2;1;13500;2150;3;0;51;M
CLI_10658;2;1;10100;1150;5;4;35;M
CLI_10659;2;2;14900;1750;5;4;35;M
CLI_10660;2;1;9700;1550;5;0;43;F
CLI_10661;2;1;9400;1400;5;4;48;M
CLI_10662;2;1;6800;1600;3;0;47;F
CLI_10663;2;1;8900;1200;5;4;41;M
CLI_10664;2;2;6900;1100;4;4;23;M
CLI_10665;2;2;10500;1350;3;4;37;M
CLI_10666;2;1;10300;1900;3;0;49;F
CLI_10667;2;1;10700;1700;2;0;54;M
CLI_10668;2;1;9000;1300;4;1;40;F
CLI_10669;2;1;7400;1000;1;1;44;F
CLI_10670;2;1;10200;1450;3;0;45;M
CLI_10671;2;1;6900;1050;4;4;30;M
CLI_10672;2;1;8300;1450;1;0;61;M
CLI_10673;2;1;13800;1950;3;0;52;M
CLI_10674;2;1;4100;1000;2;0;41;M
CLI_10675;2;2;11700;1600;2;3;37;M
CLI_10676;2;2;14600;2300;5;3;47;M
CLI_10677;2;1;6700;950;1;1;37;M
CLI_10678;2;2;14800;2000;4;0;48;F
CLI_10679;2;2;21700;2700;3;2;52;M
CLI_10680;2;1;5700;1350;1;0;50;F
CLI_10681;2;1;5200;1000;2;0;37;F
CLI_10682;2;2;10800;1550;2;3;39;F
CLI_10683;2;2;15300;1750;1;2;43;F
CLI_10684;2;1;7400;1000;1;1;41;F
CLI_10685;2;1;9600;1450;2;0;55;M
CLI_10686;2;2;23800;2700;1;3;51;F
CLI_10687;2;1;5700;1250;1;1;45;M
CLI_10688;2;1;5400;1050;4;2;33;M
CLI_10689;2;1;10500;1550;1;0;55;F
CLI_10690;2;1;7200;900;4;2;32;F
CLI_10691;2;1;10200;1400;2;0;55;M
CLI_10692;2;2;13700;1850;1;3;54;F
CLI_10693;2;1;8600;1200;3;4;37;M
CLI_10694;2;1;8300;1050;2;4;38;M
CLI_10695;2;2;8600;1600;5;3;33;F
CLI_10696;2;1;7900;1050;5;2;35;M
CLI_10697;2;2;11000;1750;3;0;41;F
CLI_10698;2;1;11300;1350;3;3;46;F
CLI_10699;2;1;11000;1450;2;1;57;M
CLI_10700;2;1;5100;700;2;2;33;F
CLI_10701;2;2;17400;2500;5;2;48;F
CLI_10702;2;2;10100;1600;1;0;39;M
CLI_10703;2;1;7100;1150;4;1;39;M
CLI_10704;2;2;12200;1650;5;0;32;M
CLI_10705;2;1;7900;1350;2;3;53;M
CLI_10706;2;1;9900;1550;2;4;61;M
CLI_10707;2;2;16000;2650;1;2;69;M
CLI_10708;2;2;14100;2150;2;2;55;M
CLI_10709;2;2;19800;2700;1;5;55;F
CLI_10710;2;1;8000;1700;2;0;50;M
CLI_10711;2;1;8500;1150;5;3;42;M
CLI_10712;2;2;13400;1650;1;5;46;F
CLI_10713;2;2;8000;1450;1;4;41;F
CLI_10714;2;2;9600;1800;5;2;37;F
CLI_10715;2;2;13300;1900;3;5;49;M
CLI_10716;2;1;7300;1250;5;1;36;F
CLI_10717;2;1;8400;1450;2;0;55;F
CLI_10718;2;1;9000;1150;4;1;33;M
CLI_10719;2;1;6800;1050;2;1;37;M
CLI_10720;2;1;6800;1150;1;1;37;M
CLI_10721;2;2;15700;2550;3;5;62;F
CLI_10722;2;2;7700;1250;3;5;31;F
CLI_10723;2;1;9100;1400;4;0;41;M
CLI_10724;2;1;6500;1200;5;4;43;M
